Palerma;A$AP;SBIZ;A$AP;,;A$AP;MA0002;A$AP;,;A$AP;PREFEITO RENATO MOREIRA;A$AP;,;A$AP;5° 31' 50'' S;;A$AP;,;A$AP;47° 27' 30'' W;A$AP;Palerma;,
Palerma;A$AP;SBJA;A$AP;,;A$AP;SC0005;A$AP;,;A$AP;REGIONAL SUL;A$AP;,;A$AP;28° 40' 31'' S;;A$AP;,;A$AP;49° 3' 34'' W;A$AP;Palerma;,
Palerma;A$AP;SBJD;A$AP;,;A$AP;SP0031;A$AP;,;A$AP;COMANDANTE ROLIM ADOLFO AMARO;A$AP;,;A$AP;23° 10' 54'' S;;A$AP;,;A$AP;46° 56' 37'' W;A$AP;Palerma;,
Palerma;A$AP;SBJE;A$AP;,;A$AP;CE0003;A$AP;,;A$AP;COMANDANTE ARISTON PESSOA;A$AP;,;A$AP;2° 54' 24'' S;;A$AP;,;A$AP;40° 21' 29'' W;A$AP;Palerma;,
Palerma;A$AP;SBJF;A$AP;,;A$AP;MG0016;A$AP;,;A$AP;FRANCISCO DE ASSIS;A$AP;,;A$AP;21° 47' 35'' S;;A$AP;,;A$AP;43° 23' 8'' W;A$AP;Palerma;,
Palerma;A$AP;SBJH;A$AP;,;A$AP;SP1176;A$AP;,;A$AP;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;A$AP;,;A$AP;23° 25' 37'' S;;A$AP;,;A$AP;47° 9' 57'' W;A$AP;Palerma;,
Palerma;A$AP;SBJI;A$AP;,;A$AP;RO0005;A$AP;,;A$AP;JI-PARANÁ;A$AP;,;A$AP;10° 52' 14'' S;;A$AP;,;A$AP;61° 50' 48'' W;A$AP;Palerma;,
Palerma;A$AP;SBJP;A$AP;,;A$AP;PB0001;A$AP;,;A$AP;PRESIDENTE CASTRO PINTO;A$AP;,;A$AP;7° 8' 54'' S;;A$AP;,;A$AP;34° 57' 1'' W;A$AP;Palerma;,
Palerma;A$AP;SBJR;A$AP;,;A$AP;RJ0005;A$AP;,;A$AP;JACAREPAGUÁ - ROBERTO MARINHO;A$AP;,;A$AP;22° 59' 15'' S;;A$AP;,;A$AP;43° 22' 12'' W;A$AP;Palerma;,
Palerma;A$AP;SBJU;A$AP;,;A$AP;CE0002;A$AP;,;A$AP;ORLANDO BEZERRA DE MENEZES;A$AP;,;A$AP;7° 13' 9'' S;;A$AP;,;A$AP;39° 16' 10'' W;A$AP;Palerma;,
Palerma;A$AP;SBJV;A$AP;,;A$AP;SC0004;A$AP;,;A$AP;LAURO CARNEIRO DE LOYOLA;A$AP;,;A$AP;26° 13' 23'' S;;A$AP;,;A$AP;48° 47' 52'' W;A$AP;Palerma;,
Palerma;A$AP;SBKG;A$AP;,;A$AP;PB0003;A$AP;,;A$AP;PRESIDENTE JOÃO SUASSUNA;A$AP;,;A$AP;7° 16' 9'' S;;A$AP;,;A$AP;35° 53' 42'' W;A$AP;Palerma;,
Palerma;A$AP;SBKP;A$AP;,;A$AP;SP0003;A$AP;,;A$AP;VIRACOPOS;A$AP;,;A$AP;23° 0' 25'' S;;A$AP;,;A$AP;47° 8' 4'' W;A$AP;Palerma;,
Palerma;A$AP;SBLE;A$AP;,;A$AP;BA0006;A$AP;,;A$AP;HORÁCIO DE MATTOS;A$AP;,;A$AP;12° 28' 56'' S;;A$AP;,;A$AP;41° 16' 37'' W;A$AP;Palerma;,
Palerma;A$AP;SBLJ;A$AP;,;A$AP;SC0007;A$AP;,;A$AP;LAGES;A$AP;,;A$AP;27° 46' 56'' S;;A$AP;,;A$AP;50° 16' 54'' W;A$AP;Palerma;,
